visit_id,visit_duration,Variation
524032081_19151218684_638808,0 days 00:00:00,Test
524053150_1739953136_267637,0 days 00:03:27,Test
524058088_71282265778_361582,0 days 00:10:09,Test
524060840_46019282431_354972,0 days 00:03:33,Control
524068649_55170779914_581405,0 days 00:01:05,Test
524076438_44813050908_57518,0 days 00:00:26,Test
524078454_43969944769_811388,0 days 00:11:14,Test
524161091_69297723010_201189,0 days 00:01:05,Control
524164016_85520219838_988429,0 days 00:08:46,Test
524167456_37198745746_806342,0 days 00:03:48,Test
524169800_14083736302_776941,0 days 00:19:25,Test
524191278_18915691687_408645,0 days 00:03:51,Test
524200235_39829523881_673648,0 days 00:01:17,Control
524201524_53291734760_570365,0 days 00:00:44,Control
524229579_11317791466_309295,0 days 00:00:00,Control
524239813_35879786938_212960,0 days 00:03:07,Control
524241442_7909609289_313355,0 days 00:05:15,Control
524249479_47219925263_798009,0 days 00:00:55,Test
524263580_14927493306_816056,0 days 00:00:00,Test
52429659_63046314987_204378,0 days 00:06:08,Test
524320833_8413790600_766312,0 days 00:00:52,Test
52432443_34970537252_181686,0 days 00:18:37,Control
524329738_6563595617_489413,0 days 00:07:16,Control
524331202_33223371711_665046,0 days 00:04:14,Control
524342975_49839256120_802127,0 days 00:01:41,Test
524346349_20202222123_874666,0 days 00:14:24,Control
524351631_5962311028_211594,0 days 00:00:35,Test
524357790_16659095475_701005,0 days 00:00:00,Test
524360753_4290404393_363285,0 days 00:03:43,Control
524417365_68447276339_533138,0 days 00:11:24,Test
524417929_2380803861_10008,0 days 00:02:43,Control
524425555_12703047378_633206,0 days 00:04:19,Control
524436029_54595661701_830225,0 days 00:08:28,Control
524520313_17204271903_855977,0 days 00:08:27,Test
524529654_65956429299_520595,0 days 00:01:49,Control
524535997_8427601598_962754,0 days 00:17:48,Control
524541761_22999633586_3826,0 days 00:00:00,Test
524542968_83360326862_91316,0 days 00:10:21,Control
524549914_20525871587_244257,0 days 00:01:40,Test
524558364_81224540301_388568,0 days 00:46:35,Test
524562098_66964136617_938567,0 days 00:05:48,Control
524583394_88168267070_817690,0 days 00:00:00,Test
524586476_25320494059_541493,0 days 01:10:02,Test
524589192_33382214926_416168,0 days 00:00:18,Control
524624993_67278920772_375811,0 days 00:00:42,Control
524625185_67871514618_73717,0 days 00:08:26,Test
524630360_48802622153_477170,0 days 00:02:55,Control
524630852_24256620870_615952,0 days 00:02:09,Test
524637623_69004559604_338024,0 days 00:00:00,Control
524648932_37238122740_28173,0 days 00:00:11,Control
524650606_37335328514_486120,0 days 00:03:36,Control
524661581_42195336208_548990,0 days 00:00:00,Test
524722418_41041157441_208445,0 days 00:02:24,Test
524731444_74740047377_84831,0 days 00:00:07,Control
524733301_77213180929_167180,0 days 00:02:42,Control
524754937_26575527799_302523,0 days 00:06:52,Control
524755235_1038746780_83489,0 days 00:05:02,Control
524756602_84093583148_178270,0 days 00:00:01,Control
524763052_22648134409_210513,0 days 00:09:01,Test
52477131_49659942944_902302,0 days 00:00:00,Test
524777384_29715656404_410344,0 days 00:03:00,Control
524777464_36139786037_389098,0 days 00:01:51,Test
524779185_84354190286_855610,0 days 00:02:23,Test
524805503_14548738383_7469,0 days 00:00:00,Test
524809498_68919830722_707970,0 days 00:23:35,Test
524813427_89717239906_856206,0 days 00:01:45,Test
524850084_47935471516_204653,0 days 00:00:27,Test
524854545_39956671755_59466,0 days 00:09:28,Control
524855577_94419838106_22087,0 days 00:01:47,Control
524869053_70435559633_721669,0 days 00:00:38,Test
524874898_23556565840_231262,0 days 00:03:39,Test
524912989_1287658427_109641,0 days 00:04:52,Control
524919519_14181947858_940696,0 days 00:02:03,Control
52492235_42911402017_263763,0 days 00:00:10,Control
524944737_70918331408_311102,0 days 00:01:22,Test
524953730_76637635480_727674,0 days 00:08:59,Test
524957145_77104760226_782775,0 days 00:05:35,Control
524977675_11032061365_242682,0 days 00:03:56,Control
524979881_33126556519_277675,0 days 00:00:00,Control
524986532_99877432626_979233,0 days 00:00:43,Test
524991051_16757260283_127407,0 days 00:01:28,Control
5249979_19025010504_385996,0 days 00:03:51,Test
525004568_17996376328_633551,0 days 00:03:13,Control
525012807_42990394487_800209,0 days 00:02:00,Control
525033017_89317043556_328442,0 days 00:02:34,Control
525039370_15071558257_406997,0 days 00:00:00,Test
525039395_56915136454_61643,0 days 00:01:46,Control
525065228_17686858984_807570,0 days 00:07:54,Control
525099246_77555391806_973110,0 days 00:02:22,Test
525121442_31683978420_182553,0 days 00:23:54,Control
52513201_99977396202_144739,0 days 00:04:10,Control
525133041_24701805707_385960,0 days 00:01:59,Test
525141787_55171808210_881936,0 days 00:01:18,Test
525157639_96972989606_680542,0 days 00:00:06,Control
52516960_53708421974_604532,0 days 00:08:12,Test
52517070_32946349520_529143,0 days 00:07:48,Control
525174551_16372645468_611878,0 days 00:01:51,Control
525189402_35393606354_100601,0 days 00:00:00,Control
525201599_11232930740_715867,0 days 00:02:38,Control
525210291_46773996246_477485,0 days 00:03:38,Test
525211400_91603428420_108924,0 days 00:03:14,Control
525224076_88705684136_293756,0 days 00:02:36,Control
52522928_82279137242_809491,0 days 00:04:16,Control
525256748_75223577630_427560,0 days 00:02:12,Test
525257020_51999424673_486912,0 days 00:01:58,Control
52526375_11795140430_235226,0 days 00:01:04,Control
525276538_93071133795_757889,0 days 00:03:58,Test
525278529_69815727516_284418,0 days 00:11:16,Test
525305006_72100933941_581194,0 days 00:00:00,Test
525324886_78811323108_150890,0 days 00:06:03,Test
52534703_56647843029_736173,0 days 00:00:00,Control
525350767_21722345874_580455,0 days 00:05:05,Test
525352286_39990513615_415678,0 days 00:00:02,Test
525353409_70652224223_679300,0 days 00:04:21,Test
525387597_76525282089_132337,0 days 00:03:45,Control
525398023_40787583517_532236,0 days 00:10:10,Test
525423682_82698124537_773253,0 days 00:07:08,Control
525431337_27721865077_214388,0 days 00:11:32,Test
525444519_96680925961_550726,0 days 00:00:00,Control
525457136_66287816980_677830,0 days 00:02:02,Test
525480930_93843445377_838528,0 days 00:02:25,Test
525494591_37265102470_816974,0 days 00:01:11,Test
525506301_16369475391_628216,0 days 00:03:42,Test
525518822_91613062653_631107,0 days 00:00:32,Control
525521859_66263070364_729084,0 days 00:00:00,Test
525536541_36051145460_293583,0 days 00:06:23,Test
525547030_46790175368_387455,0 days 00:00:00,Test
525550782_68937020214_696383,0 days 00:05:20,Test
525552968_26367466820_858249,0 days 00:04:33,Control
525561045_71949193672_127703,0 days 00:13:07,Test
525574164_58113374898_324048,0 days 00:03:59,Control
525602450_20819528836_474820,0 days 00:28:25,Test
525604072_44237599178_892996,0 days 00:04:02,Control
525653866_59032091516_639162,0 days 00:02:57,Test
525675346_98263384356_466774,0 days 00:02:06,Test
525682658_60016320512_409520,0 days 00:03:04,Test
525685937_65059707139_938983,0 days 00:05:44,Test
525686209_1538239142_242049,0 days 00:05:09,Test
52570746_89718316435_457459,0 days 00:00:00,Control
525707610_61750582866_320325,0 days 00:03:56,Control
525733746_15044826440_778951,0 days 00:19:57,Test
525748119_49593081442_964105,0 days 00:07:15,Test
525758497_76303555051_107784,0 days 00:05:55,Test
525792223_54428065814_795714,0 days 00:13:52,Control
525812349_25313742012_113563,0 days 00:21:41,Control
52581829_80709425837_624356,0 days 00:03:03,Test
525823360_76658659685_307458,0 days 00:04:22,Test
525827578_3891609726_74770,0 days 00:02:24,Test
525848569_73738833738_186935,0 days 00:03:05,Test
525870804_49422850807_405331,0 days 00:00:10,Control
525888512_5725070354_172929,0 days 00:03:00,Test
525896861_61954867111_322084,0 days 00:00:00,Control
525902040_37509292562_54484,0 days 00:00:10,Control
525905933_92057215335_225403,0 days 00:22:42,Control
525915086_87557683603_262841,0 days 00:00:31,Test
525926499_1984420228_576378,0 days 00:04:44,Control
525945956_74997595971_627652,0 days 01:19:15,Test
525947299_79403078238_804927,0 days 00:01:38,Test
525961110_32312067932_666780,0 days 00:02:51,Control
525961621_72351850487_464672,0 days 00:00:00,Control
525963147_82227779286_201950,0 days 00:04:16,Test
52597560_52768540918_890648,0 days 00:04:34,Test
526000109_97318359489_49804,0 days 00:03:02,Test
526023065_99420764759_105589,0 days 00:09:12,Test
526027364_71806891876_446230,0 days 00:00:00,Control
526041811_67459606555_5516,0 days 00:07:41,Control
526066231_14887701662_495135,0 days 00:05:51,Control
526073489_76505815654_854509,0 days 00:07:34,Test
52607700_95267064979_414019,0 days 00:04:30,Test
526078311_32562007989_820560,0 days 00:01:08,Test
526079875_89828237732_567863,0 days 00:00:30,Test
526097326_85393859458_271607,0 days 00:00:00,Test
526099080_66808799554_115623,0 days 00:04:25,Test
526134466_52498306705_619046,0 days 00:00:39,Control
526174312_75646790556_84230,0 days 00:00:00,Control
526182834_23478142697_800034,0 days 00:01:26,Control
526187249_82542211580_488747,0 days 00:02:17,Test
526198417_93235313801_797640,0 days 00:13:41,Control
526250695_57905329314_673058,0 days 00:04:07,Test
526253017_4556447351_887092,0 days 00:15:36,Control
526263704_36124147529_811441,0 days 00:00:33,Test
526272206_43230223816_171345,0 days 00:02:10,Test
526304594_44411129989_942450,0 days 00:00:00,Control
526311755_14986356665_594278,0 days 00:03:08,Test
526356277_42743904190_438801,0 days 00:00:00,Test
526380526_85710104180_88217,0 days 00:03:44,Test
526385507_77305321765_224924,0 days 00:01:18,Test
526420053_24328956524_565854,0 days 00:04:33,Control
526459343_21904879467_6723,0 days 00:04:55,Test
526479677_42071844849_83649,0 days 00:00:00,Control
526481534_82055590126_301222,0 days 00:01:18,Control
526488321_4204977109_645331,0 days 00:08:52,Test
526525138_37769157443_285731,0 days 00:02:31,Test
526541938_75030991417_420177,0 days 00:02:42,Control
526564841_69619981449_238288,0 days 00:00:44,Test
5265700_3317066253_440373,0 days 00:04:51,Test
526575946_2361653817_399822,0 days 00:04:28,Test
526581929_4820596064_184550,0 days 00:00:31,Test
526588281_96377553955_863883,0 days 00:06:12,Control
526588797_73140192413_42562,0 days 00:01:24,Test
526600519_67610663744_958966,0 days 00:00:08,Test
526601306_85301936689_264436,0 days 00:00:00,Control
526605144_93566698721_317010,0 days 00:00:04,Test
526615024_93173062258_775470,0 days 00:01:57,Test
526625008_49013231640_101794,0 days 00:03:58,Control
526638697_13400655794_863271,0 days 00:26:12,Test
5266408_46786732068_345576,0 days 00:00:06,Test
526653460_28873463_73214,0 days 00:02:17,Control
52666625_91082340720_523426,0 days 00:00:35,Control
526671426_17026980077_80847,0 days 00:25:49,Control
526695558_46173806279_776701,0 days 00:00:00,Control
526705210_61065073026_181669,0 days 00:00:11,Control
526716764_27113016400_273760,0 days 00:04:02,Test
526721378_48767450239_582714,0 days 00:02:22,Test
526732453_97881501286_932288,0 days 00:05:57,Test
52673636_81836671476_117469,0 days 00:08:13,Control
526740349_43923695581_664887,0 days 00:00:22,Control
526740443_32347923902_204098,0 days 00:01:40,Test
526740759_67391165451_888692,0 days 00:03:08,Control
526782879_96815145818_639524,0 days 00:10:39,Test
526819468_26252636687_169896,0 days 00:02:38,Test
526839422_86253886964_656574,0 days 00:01:11,Test
526840835_57363624922_397644,0 days 00:00:00,Test
526852819_65155717959_537904,0 days 00:04:08,Test
526864991_20633707448_596747,0 days 00:06:58,Test
526896366_77876930209_32172,0 days 00:04:17,Test
526904298_33774183918_315095,0 days 00:00:22,Control
526926886_95168678165_471822,0 days 00:00:00,Control
526928770_11757710208_504310,0 days 00:00:00,Test
526951008_47314864700_913042,0 days 00:22:56,Control
526970815_55260420389_355188,0 days 00:04:16,Test
526976803_95987289479_735692,0 days 00:04:44,Control
526977288_20522303614_559948,0 days 00:00:00,Control
526991959_50984686330_658753,0 days 00:00:53,Test
52699598_29483864975_148980,0 days 00:12:20,Control
526997040_38765196738_619158,0 days 00:05:18,Test
527001893_28002179267_731474,0 days 00:00:00,Test
527006394_59406995342_930260,0 days 00:00:00,Test
527014447_29564589068_167041,0 days 00:04:19,Test
527021756_80881257798_675605,0 days 00:02:43,Test
52702854_32616806600_97894,0 days 00:08:02,Control
527030865_76928111347_948207,0 days 00:00:00,Test
527050257_68282532555_171346,0 days 00:02:57,Test
527054876_54518311884_873711,0 days 00:05:21,Test
527074530_16069322498_7214,0 days 00:02:25,Control
527087733_89360933991_177602,0 days 00:02:28,Test
527106672_44107347742_384263,0 days 00:07:31,Control
52711126_7495473751_890728,0 days 00:03:13,Control
527123806_41854773984_870848,0 days 00:00:47,Control
527170968_42731489485_564976,0 days 00:00:25,Test
527184447_76819850160_407463,0 days 00:00:00,Control
527187988_84910530519_405513,0 days 00:10:51,Test
527205632_68266707153_63500,0 days 00:00:29,Test
527209872_63554410899_922620,0 days 00:01:24,Test
527217907_2901544653_359689,0 days 00:00:00,Test
527229509_61422983916_97394,0 days 00:03:55,Test
527245356_40900376389_389037,0 days 00:03:09,Test
527245514_93376467831_588013,0 days 00:00:44,Test
527261545_71446253118_469887,0 days 00:00:00,Test
527278341_7373254419_961697,0 days 00:00:05,Control
527295370_87575160287_294397,0 days 00:04:48,Test
527309818_89604798521_189370,0 days 00:00:23,Test
527354155_60545023880_952022,0 days 00:00:00,Control
527356283_31730696191_171513,0 days 00:10:04,Test
527369443_69940929532_992393,0 days 00:06:09,Test
52736967_8715501511_378297,0 days 00:02:26,Control
527388040_314530606_896429,0 days 00:02:23,Test
527413177_29275186859_333702,0 days 00:04:31,Test
527413901_95877126518_485858,0 days 00:01:51,Test
527423916_31800855093_344927,0 days 00:00:00,Test
527425163_48997797913_68654,0 days 00:10:34,Test
527436720_75467565618_51483,0 days 00:01:31,Test
527442685_38271317374_425940,0 days 00:04:14,Test
527456545_1931637184_110484,0 days 00:00:56,Control
527468464_25283443943_725549,0 days 00:00:00,Control
527472154_69310811458_321457,0 days 00:01:00,Test
527472188_72578754370_277272,0 days 00:07:40,Test
527474130_36386597827_522346,0 days 00:04:17,Control
527477255_71593904379_894522,0 days 00:33:34,Control
527477813_91670747431_732339,0 days 00:27:37,Control
527492198_32795791531_607407,0 days 00:04:19,Test
527511855_86478771130_483109,0 days 00:00:00,Control
527516073_41685040147_306054,0 days 00:08:34,Test
527524242_83483209049_964505,0 days 00:03:06,Test
527524500_44743095621_143,0 days 00:04:32,Control
527543043_73208214035_572991,0 days 00:00:18,Test
527550166_43424657866_204364,0 days 00:06:22,Test
527552445_6645213807_920972,0 days 00:12:44,Control
527572149_95762250675_171754,0 days 00:01:24,Control
52759443_5020545863_548979,0 days 00:00:47,Test
527615209_84848856176_957728,0 days 00:17:32,Test
527621111_15751999388_96717,0 days 00:06:23,Control
527622582_68602418932_837579,0 days 00:00:39,Control
527626543_3997067302_901963,0 days 00:07:44,Test
527630707_29086476239_551891,0 days 00:00:00,Test
527631770_89185949266_7087,0 days 00:00:00,Control
527634771_31183606699_735629,0 days 00:00:00,Test
527639973_27894597918_39056,0 days 00:02:35,Test
527656886_46548155027_259776,0 days 00:00:59,Control
527668876_4697245041_395544,0 days 00:06:35,Test
527680742_44114215751_515801,0 days 00:01:09,Control
527711114_94807699868_92555,0 days 00:01:48,Test
52773522_45873441764_370418,0 days 00:00:00,Test
527743475_853726550_412453,0 days 00:00:00,Control
527748119_87360860225_678810,0 days 00:03:12,Test
527785238_29957236161_348098,0 days 00:00:21,Test
527788243_64928987819_36744,0 days 00:05:41,Test
527791889_81429328334_715437,0 days 00:05:07,Control
527807337_17933151384_616444,0 days 00:05:58,Test
527817363_95750835211_295072,0 days 00:02:44,Control
52784239_9565719574_330678,0 days 00:00:00,Test
527852666_95440727168_31663,0 days 00:00:00,Control
527877065_42858421332_675939,0 days 02:06:36,Test
527902192_87358605690_660070,0 days 00:07:32,Test
527903876_51726852164_832772,0 days 00:02:47,Control
527905873_12823234399_805223,0 days 00:01:24,Test
527917649_11578198246_966754,0 days 00:00:00,Test
52792009_6552204542_875920,0 days 00:00:02,Test
527921208_19821917601_928111,0 days 00:14:23,Test
527937629_40322415785_43633,0 days 00:05:17,Control
527952892_3314653651_163655,0 days 00:00:00,Control
527962731_18511128453_165622,0 days 00:00:00,Test
527970403_65149115094_440744,0 days 00:03:20,Control
527992036_49663794582_821411,0 days 00:20:58,Control
